COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,LOCALITY,SITE,LOCALITY ID,LATITUDE,LONGITUDE,TIMELINE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,PROTOCOL TYPE,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,TRIP COMMENTS,SPECIES COMMENTS
Zenaida Dove,Zenaida aurita,,,3,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Smooth-billed Ani,Crotophaga ani,,,4,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Tropical Mockingbird,Mimus gilvus,,,8,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Solitary Sandpiper,Tringa solitaria,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,"Gray above white below, larger than spotted sandpiper but smaller than lesser yellowleg. Bobbing  like spotted."
Blue-winged Teal,Spatula discors,,,71,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Stilt Sandpiper,Calidris himantopus,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,"Long legged, long billed, found with yellowlegs in the marsh."
Spotted Sandpiper,Actitis macularius,,,5,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Belted Kingfisher,Megaceryle alcyon,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,Large Blue band on chest. White band on neck. Blue wing and back. Blue head. White underbelly.
Carib Grackle,Quiscalus lugubris,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Lesser Yellowlegs,Tringa flavipes,,,7,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Belted Kingfisher,Megaceryle alcyon,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,Large Blue band on chest. White band on neck. Blue wing and back. Blue head. White underbelly.
Bananaquit,Coereba flaveola,Bananaquit (Grenada),Coereba flaveola aterrima,5,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
House Wren,Troglodytes aedon,House Wren (Grenada),Troglodytes aedon grenadensis,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Common Gallinule,Gallinula galeata,,,21,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Stilt Sandpiper,Calidris himantopus,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,"Long legged, long billed, found with yellowlegs in the marsh."
Bananaquit,Coereba flaveola,Bananaquit (Grenada),Coereba flaveola aterrima,5,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Solitary Sandpiper,Tringa solitaria,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,"Gray above white below, larger than spotted sandpiper but smaller than lesser yellowleg. Bobbing  like spotted."
House Wren,Troglodytes aedon,House Wren (Grenada),Troglodytes aedon grenadensis,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Eared Dove,Zenaida auriculata,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Spotted Sandpiper,Actitis macularius,,,5,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Zenaida Dove,Zenaida aurita,,,3,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Smooth-billed Ani,Crotophaga ani,,,4,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Carib Grackle,Quiscalus lugubris,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Broad-winged Hawk,Buteo platypterus,Broad-winged Hawk (Caribbean),Buteo platypterus [antillarum Group],1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Scaly-naped Pigeon,Patagioenas squamosa,,,3,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Lesser Yellowlegs,Tringa flavipes,,,7,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Little Blue Heron,Egretta caerulea,,,3,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Eared Dove,Zenaida auriculata,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Semipalmated Plover,Charadrius semipalmatus,,,7,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Scaly-naped Pigeon,Patagioenas squamosa,,,3,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Yellow-bellied Elaenia,Elaenia flavogaster,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Gray Kingbird,Tyrannus dominicensis,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Gray Kingbird,Tyrannus dominicensis,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Ruddy Turnstone,Arenaria interpres,,,7,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Semipalmated Plover,Charadrius semipalmatus,,,7,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Greater Yellowlegs,Tringa melanoleuca,,,4,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
American Coot,Fulica americana,American Coot (White-shielded),Fulica americana (White-shielded),12,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,Common for this site. White bill and face shield. Dark gray/blackish. Acts like a duck.
Blue-winged Teal,Spatula discors,,,71,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
American Coot,Fulica americana,American Coot (White-shielded),Fulica americana (White-shielded),12,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,Common for this site. White bill and face shield. Dark gray/blackish. Acts like a duck.
Ruddy Turnstone,Arenaria interpres,,,7,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Broad-winged Hawk,Buteo platypterus,Broad-winged Hawk (Caribbean),Buteo platypterus [antillarum Group],1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1781933,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Little Blue Heron,Egretta caerulea,,,3,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Yellow-bellied Elaenia,Elaenia flavogaster,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,26/02/2020,16:53:00,obsr1419361,Traveling,26,0.168,3,1,La sagesse salt pond and surrounding. Most of the banks freshly excavated.,
Orange-winged Parrot,Amazona amazonica,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,04/03/2020,6:30:00,obsr398553,Stationary,120,,2,1,Partly Cloudy nice breeze,Sitting in the tree a pair of them
Bananaquit,Coereba flaveola,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,04/03/2020,6:30:00,obsr398553,Stationary,120,,2,1,Partly Cloudy nice breeze,
Lesser Antillean Bullfinch,Loxigilla noctis,,,6,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,04/03/2020,6:30:00,obsr398553,Stationary,120,,2,1,Partly Cloudy nice breeze,
Gray Kingbird,Tyrannus dominicensis,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,04/03/2020,6:30:00,obsr398553,Stationary,120,,2,1,Partly Cloudy nice breeze,
Gray Kingbird,Tyrannus dominicensis,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,06/03/2020,10:00:00,obsr590733,Traveling,300,1.609,2,1,,
Grenada Flycatcher,Myiarchus nugator,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,06/03/2020,10:00:00,obsr590733,Traveling,300,1.609,2,1,,
Magnificent Frigatebird,Fregata magnificens,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,06/03/2020,10:00:00,obsr590733,Traveling,300,1.609,2,1,,
Broad-winged Hawk,Buteo platypterus,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,06/03/2020,10:00:00,obsr590733,Traveling,300,1.609,2,1,,
Cattle Egret,Bubulcus ibis,,,4,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,06/03/2020,10:00:00,obsr590733,Traveling,300,1.609,2,1,,
Zenaida Dove,Zenaida aurita,,,4,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,06/03/2020,10:00:00,obsr590733,Traveling,300,1.609,2,1,,
Common Ground Dove,Columbina passerina,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,06/03/2020,10:00:00,obsr590733,Traveling,300,1.609,2,1,,
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,06/03/2020,10:00:00,obsr590733,Traveling,300,1.609,2,1,,
American Wigeon,Mareca americana,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.","Light blue bill,Green eyepatch. Slightly larger than teal. Seen as a pair on water edge near teals."
Spectacled Thrush,Turdus nudigenis,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Common Gallinule,Gallinula galeata,,,64,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.","Removal of cover, counted on exposed pond, inactive before sunrise."
Pectoral Sandpiper,Calidris melanotos,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",Medium size sandpiper. Greybrown upperparts head and neck. Yellowish green bill and legs.
Belted Kingfisher,Megaceryle alcyon,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Greater Yellowlegs,Tringa melanoleuca,,,5,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Lesser Yellowlegs,Tringa flavipes,,,9,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Little Blue Heron,Egretta caerulea,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Bananaquit,Coereba flaveola,Bananaquit (Grenada),Coereba flaveola aterrima,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Scaly-naped Pigeon,Patagioenas squamosa,,,3,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
American Coot,Fulica americana,American Coot (White-shielded),Fulica americana (White-shielded),25,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Common Ground Dove,Columbina passerina,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Gray Kingbird,Tyrannus dominicensis,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Spotted Sandpiper,Actitis macularius,,,5,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Wilson's Plover,Charadrius wilsonia,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Semipalmated Plover,Charadrius semipalmatus,,,4,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Northern Waterthrush,Parkesia noveboracensis,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",attached photos.
Zenaida Dove,Zenaida aurita,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Broad-winged Hawk,Buteo platypterus,Broad-winged Hawk (Caribbean),Buteo platypterus [antillarum Group],1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Blue-winged Teal,Spatula discors,,,96,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,08/03/2020,6:58:00,obsr1419361,Stationary,29,,1,1,"Complete destruction of the surrounding vegetation!--The teals, coots, and gallinules were all on the open lake.",
Common Ground Dove,Columbina passerina,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Caribbean Martin,Progne dominicensis,,,4,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Gray Kingbird,Tyrannus dominicensis,,,5,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Greater Yellowlegs,Tringa melanoleuca,,,4,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
House Wren,Troglodytes aedon,House Wren (Grenada),Troglodytes aedon grenadensis,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Cattle Egret,Bubulcus ibis,,,9,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Common Gallinule,Gallinula galeata,,,35,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,No cover. All gathered in the open.
Stilt Sandpiper,Calidris himantopus,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Tropical Mockingbird,Mimus gilvus,,,3,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Carib Grackle,Quiscalus lugubris,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Blue-winged Teal,Spatula discors,,,106,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
American Coot,Fulica americana,American Coot (White-shielded),Fulica americana (White-shielded),15,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Broad-winged Hawk,Buteo platypterus,Broad-winged Hawk (Caribbean),Buteo platypterus [antillarum Group],1,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Lesser Yellowlegs,Tringa flavipes,,,10,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Spotted Sandpiper,Actitis macularius,,,8,,Grenada,GD,Saint David,GD-02,La Sagesse Salt Pond,LSG,L566718,12.020097,-61.6741776,post,10/03/2020,12:32:00,obsr1419361,Traveling,25,0.28,1,1,,
Least Sandpiper,Calidris minutilla,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,13/03/2020,13:30:00,obsr398553,Traveling,90,0.805,2,1,Partly cloudy humid,
Greater Yellowlegs,Tringa melanoleuca,,,1,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,13/03/2020,13:30:00,obsr398553,Traveling,90,0.805,2,1,Partly cloudy humid,
Eared Dove,Zenaida auriculata,,,4,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,13/03/2020,13:30:00,obsr398553,Traveling,90,0.805,2,1,Partly cloudy humid,
Lesser Antillean Tanager,Stilpnia cucullata,,,2,,Grenada,GD,Saint David,GD-02,La Sagesse Beach,LSG,L566711,12.0231821,-61.6731262,post,13/03/2020,13:30:00,obsr398553,Traveling,90,0.805,2,1,Partly cloudy humid,
